,available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,days_since_review,comment_length,days_since_joined,host_location_country,property_type_kind,no_of_bath,type_of_bath,number_of_amneties
387,1.0,70.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,1090.5,80.0,1923,Belgium,Entire,1.0,Private,17
388,1.0,89.0,3.0,1125.0,Entire home/apt,4.0,2.0,3.0,11.0,827.5454545454545,274.45454545454544,1923,Belgium,Entire,1.0,Private,15
389,1.0,70.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,11.0,504.9090909090909,213.54545454545453,1923,Belgium,Entire,1.0,Private,15
390,1.0,110.0,1.0,1125.0,Entire home/apt,4.0,2.0,3.0,10.0,441.4,206.6,1923,Belgium,Entire,1.0,Private,16
391,1.0,73.0,3.0,180.0,Entire home/apt,4.0,2.0,2.0,51.0,1565.2549019607843,247.45098039215685,2317,Belgium,Entire,1.0,Private,27
392,0.0,79.0,3.0,1125.0,Entire home/apt,4.0,2.0,1.0,16.0,948.3125,279.375,2317,Belgium,Entire,1.0,Private,11
393,1.0,160.0,7.0,30.0,Entire home/apt,9.0,5.0,5.0,10.0,1366.7,188.9,3194,Belgium,Entire,1.0,Private,43
394,0.0,65.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,101.0,1130.3762376237623,201.84158415841583,3252,Belgium,Entire,1.0,Private,25
395,1.0,66.66666666666667,1.0,1125.0,Private room,2.0,1.0,1.0,60.0,986.5166666666668,181.16666666666663,1906,Belgium,Private,1.0,Private,24
396,0.0,66.66666666666667,1.0,1125.0,Private room,2.0,1.0,1.0,2.0,474.5,79.5,1906,Belgium,Private,1.0,Private,33
397,1.0,275.0,2.0,1125.0,Entire home/apt,6.0,3.0,6.0,51.0,1199.156862745098,217.9803921568628,2202,Belgium,Entire,2.0,Private,34
398,0.0,50.0,4.0,1125.0,Entire home/apt,3.0,2.0,3.0,22.0,1353.1363636363635,241.72727272727272,1878,Belgium,Entire,1.0,Private,19
399,1.0,165.0,2.0,1125.0,Entire home/apt,5.0,3.0,3.0,15.0,1487.2666666666669,170.73333333333332,1984,Belgium,Entire,1.0,Private,29
400,0.0,40.0,1.0,1125.0,Private room,2.0,1.0,1.0,60.0,1413.9833333333331,247.13333333333333,2711,Belgium,Private,1.5,Public,28
401,0.0,25.0,2.0,14.0,Private room,1.0,1.0,1.0,68.0,1290.8382352941176,262.3382352941176,2711,Belgium,Private,1.0,Public,29
402,1.0,90.0,4.0,1125.0,Entire home/apt,3.0,2.0,2.0,16.0,1253.5,157.0,2584,Belgium,Entire,1.0,Private,28
403,0.0,59.0,2.0,730.0,Entire home/apt,2.0,1.0,1.0,3.0,1442.6666666666667,97.33333333333331,2183,Belgium,Entire,1.0,Private,18
404,0.0,200.0,5.0,1125.0,Entire home/apt,8.0,4.0,5.0,0.0,2720.1323529411766,0.0,2828,Belgium,Entire,3.5,Private,62
405,0.0,433.3333333333333,2.333333333333333,1125.0,Entire home/apt,10.0,3.0,7.0,43.0,1030.3488372093022,234.1860465116279,3446,Belgium,Entire,3.5,Private,40
406,0.0,500.0,2.333333333333333,1125.0,Entire home/apt,14.0,4.0,14.0,37.0,894.6756756756756,224.4324324324324,3446,Belgium,Entire,5.0,Private,50
407,1.0,35.0,1.0,31.0,Entire home/apt,6.0,3.0,3.0,47.0,1295.0,202.1914893617021,2541,Belgium,Entire,0.5,Private,29
408,1.0,193.3333333333333,14.0,365.0,Entire home/apt,6.0,3.0,5.0,31.0,1254.645161290323,237.51612903225808,2241,Belgium,Entire,2.0,Private,20
409,1.0,96.66666666666669,14.0,365.0,Entire home/apt,3.0,1.0,2.0,26.0,952.6538461538462,147.46153846153845,2241,Belgium,Entire,1.0,Private,28
410,1.0,51.66666666666666,5.0,365.0,Entire home/apt,2.0,1.0,2.0,3.0,1000.6666666666666,180.3333333333333,2241,Belgium,Entire,1.0,Private,22
411,1.0,45.0,14.0,1125.0,Entire home/apt,1.0,1.0,1.0,5.0,723.2,106.2,2241,Belgium,Entire,1.0,Private,25
412,0.0,85.0,16.0,200.0,Entire home/apt,3.0,1.0,2.0,1.0,205.0,1436.0,2241,Belgium,Entire,1.5,Private,27
413,1.0,50.0,5.0,1125.0,Entire home/apt,2.0,1.0,2.0,0.0,2720.1323529411766,0.0,2241,Belgium,Entire,1.0,Private,21
414,1.0,65.0,16.0,1125.0,Entire home/apt,2.0,1.0,1.0,1.0,290.0,317.0,2241,Belgium,Entire,1.0,Private,14
415,0.0,108.33333333333331,2.0,30.0,Entire home/apt,5.0,3.0,3.0,14.0,1034.071428571429,208.57142857142856,2714,Belgium,Entire,1.0,Private,18
416,1.0,175.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,15.0,1357.5333333333333,257.06666666666666,2373,Belgium,Entire,1.0,Private,23
417,0.0,86.66666666666667,2.0,1125.0,Entire home/apt,3.0,1.0,2.0,21.0,1079.0,138.57142857142858,1928,Netherlands,Entire,1.0,Private,23
418,1.0,58.0,6.0,365.0,Entire home/apt,1.0,1.0,1.0,20.0,1556.75,192.8,1815,Belgium,Entire,1.0,Private,37
419,0.0,50.0,5.0,365.0,Entire home/apt,1.0,1.0,1.0,27.0,1113.6296296296296,202.6296296296296,1815,Belgium,Entire,1.0,Private,26
420,0.0,109.0,1.0,200.0,Entire home/apt,5.0,2.0,3.0,76.0,1006.3157894736842,235.6578947368421,3045,Belgium,Entire,1.0,Private,49
421,0.0,80.0,90.0,180.0,Entire home/apt,7.0,4.0,5.0,6.0,1400.3333333333333,383.5,2919,Belgium,Entire,2.5,Private,50
422,0.0,109.0,2.6666666666666665,1125.0,Entire home/apt,2.0,1.0,1.0,1.0,1773.0,167.0,1817,Belgium,Entire,1.0,Private,14
423,0.0,100.0,3.0,13.0,Entire home/apt,5.0,3.0,3.0,6.0,1241.5,247.16666666666663,1795,Belgium,Entire,2.5,Private,42
424,0.0,100.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,22.0,1244.1363636363635,210.8636363636364,1794,Belgium,Entire,1.0,Private,13
425,0.0,50.0,15.0,1125.0,Entire home/apt,2.0,1.0,1.0,22.0,1234.409090909091,142.1818181818182,3550,Belgium,Entire,1.0,Private,31
426,1.0,50.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,193.0,579.5,3219,Belgium,Entire,1.0,Private,33
427,1.0,65.0,1.0,1125.0,Entire home/apt,4.0,1.0,1.0,67.0,1161.910447761194,271.2835820895522,2242,Belgium,Entire,1.5,Private,36
428,0.0,75.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,68.0,1347.279411764706,240.0,3101,Belgium,Entire,1.0,Private,26
429,0.0,99.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,138.0,1307.355072463768,335.30434782608694,2388,Belgium,Entire,1.5,Private,44
430,1.0,89.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,149.0,1011.8456375838928,247.74496644295303,3164,Belgium,Entire,1.0,Private,29
431,0.0,125.0,2.0,1125.0,Entire home/apt,3.0,2.0,2.0,17.0,1270.2941176470588,223.23529411764707,3235,Belgium,Entire,1.5,Private,46
432,1.0,151.0,30.0,1125.0,Entire home/apt,6.0,3.0,4.0,110.0,1147.4363636363637,205.28181818181812,1869,Belgium,Entire,1.5,Private,33
433,1.0,59.0,2.0,5.0,Private room,2.0,1.0,1.0,85.0,972.6235294117648,240.1529411764706,1779,Belgium,Private,1.0,Private,24
434,0.0,118.33333333333331,2.0,1125.0,Entire home/apt,3.0,2.0,2.0,13.0,1130.5384615384614,281.46153846153845,2956,Belgium,Entire,2.5,Private,40
435,1.0,120.0,3.0,1125.0,Entire home/apt,4.0,2.0,3.0,3.0,143.0,126.66666666666669,2956,Belgium,Entire,1.5,Private,26
436,1.0,120.0,3.0,1125.0,Entire home/apt,4.0,2.0,2.0,1.0,195.0,257.0,2956,Belgium,Entire,1.0,Private,15
437,1.0,250.0,4.0,1125.0,Entire home/apt,6.0,2.0,3.0,4.0,909.0,138.0,1776,Belgium,Entire,1.0,Private,21
438,0.0,72.0,1.0,5.0,Private room,2.0,1.0,1.0,66.0,1138.6969696969695,168.63636363636363,3073,Norway,Private,1.0,Public,31
439,1.0,50.0,1.0,1125.0,Private room,2.0,1.0,2.0,12.0,663.8333333333334,216.16666666666663,3073,Norway,Private,1.5,Public,28
440,0.0,57.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,71.0,1235.0704225352113,198.3661971830986,2751,Belgium,Entire,1.0,Private,20
441,0.0,95.0,1.0,1125.0,Private room,2.0,1.0,1.0,78.0,1291.1923076923076,209.56410256410257,1766,Belgium,Private,1.0,Private,25
442,0.0,84.66666666666667,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,156.0,962.9679487179488,226.7051282051282,2212,Belgium,Entire,1.0,Private,35
443,1.0,60.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,3.0,849.3333333333334,106.0,2472,Belgium,Entire,1.0,Private,14
444,0.0,45.0,3.0,1125.0,Entire home/apt,1.0,1.0,1.0,81.0,919.7037037037036,143.80246913580248,2373,Belgium,Entire,1.0,Private,25
445,0.0,48.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,1.0,766.0,7.0,2373,Belgium,Entire,1.0,Private,17
446,1.0,48.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,13.0,536.9230769230769,130.15384615384616,2373,Belgium,Entire,1.0,Private,20
447,1.0,14.0,60.0,1125.0,Private room,1.0,1.0,1.0,0.0,2720.1323529411766,0.0,2373,Belgium,Private,1.0,Public,9
448,0.0,48.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,24.0,1050.125,230.9583333333333,2148,Belgium,Entire,1.0,Private,26
449,0.0,200.0,1.0,1125.0,Entire home/apt,4.0,1.0,2.0,175.0,1167.4342857142858,201.17714285714283,2449,Belgium,Entire,1.0,Private,35
450,0.0,40.0,2.0,7.0,Private room,2.0,1.0,1.0,43.0,837.3720930232558,244.86046511627907,3144,Belgium,Private,1.0,Private,30
451,0.0,80.0,2.0,1125.0,Entire home/apt,5.0,2.0,3.0,29.0,1024.6896551724135,129.44827586206895,2610,Belgium,Entire,1.0,Private,31
452,0.0,45.0,1.0,1125.0,Private room,2.0,1.0,1.0,14.0,852.3571428571429,124.0,2610,Belgium,Private,1.0,Public,14
453,1.0,65.0,2.0,10.0,Private room,2.0,1.0,1.0,16.0,1021.75,268.9375,1742,Belgium,Private,1.0,Private,16
454,0.0,49.333333333333336,2.0,1125.0,Entire home/apt,3.0,1.0,1.0,195.0,1115.8410256410257,187.12307692307687,2468,Belgium,Entire,1.0,Private,14
455,1.0,163.33333333333334,5.0,30.0,Entire home/apt,5.0,2.0,5.0,18.0,1222.0,225.38888888888889,2900, Switzerland,Entire,1.5,Private,23
456,0.0,75.0,5.0,1125.0,Entire home/apt,2.0,1.0,1.0,149.0,1279.3154362416108,221.4697986577181,2630,Belgium,Entire,1.5,Private,29
457,0.0,33.0,4.0,1125.0,Entire home/apt,2.0,1.0,1.0,68.0,948.3088235294116,280.0882352941176,2318,Belgium,Entire,1.0,Private,52
458,0.0,119.0,1.0,5.0,Entire home/apt,4.0,2.0,2.0,61.0,1298.0655737704917,130.7704918032787,1805,Belgium,Entire,1.0,Private,29
459,0.0,54.0,1.0,1125.0,Private room,3.0,1.0,2.0,253.0,1023.2608695652174,172.6600790513834,1726,Belgium,Private,1.0,Public,20
460,0.0,50.66666666666666,1.0,1125.0,Private room,2.0,1.0,1.0,282.0,1068.393617021277,164.2340425531915,1726,Belgium,Private,1.0,Public,24
461,0.0,55.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,79.0,1284.493670886076,165.60759493670886,1719,Belgium,Entire,1.0,Private,31
462,1.0,55.0,1.0,15.0,Entire home/apt,2.0,1.0,1.0,1.0,849.0,9.0,1719,Belgium,Entire,1.0,Private,25
463,1.0,64.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,262.0,922.4809160305344,169.82824427480915,1765,Belgium,Entire,1.0,Private,24
464,1.0,56.333333333333336,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,263.0,883.5057034220532,148.61977186311788,1765,Belgium,Entire,1.0,Private,21
465,1.0,50.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,142.0,923.7042253521126,185.7253521126761,1765,Belgium,Entire,1.0,Private,20
466,1.0,63.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,167.0,903.5089820359282,161.65868263473052,1765,Belgium,Entire,1.0,Private,23
467,1.0,200.0,3.0,1125.0,Entire home/apt,6.0,4.0,3.0,6.0,1158.5,130.66666666666666,1786,Belgium,Entire,2.0,Private,53
468,1.0,300.0,3.0,1125.0,Entire home/apt,8.0,4.0,6.0,2.0,194.5,308.5,1786,Belgium,Entire,2.5,Private,26
469,0.0,38.0,1.0,7.0,Private room,2.0,1.0,1.0,77.0,1339.571428571429,194.94805194805195,2896,Belgium,Private,1.0,Public,9
470,0.0,42.0,2.0,1125.0,Private room,3.0,1.0,1.0,51.0,1221.1176470588234,246.07843137254903,3885,Belgium,Private,1.0,Private,21
471,0.0,50.0,1.0,90.0,Private room,2.0,1.0,1.0,103.0,1250.223300970874,141.0,2793,Belgium,Private,1.0,Public,9
472,1.0,50.0,30.0,1125.0,Entire home/apt,4.0,2.0,2.0,43.0,1388.093023255814,163.86046511627907,3609,Belgium,Entire,1.5,Private,42
473,0.0,480.0,3.0,1125.0,Entire home/apt,8.0,4.0,4.0,9.0,1179.2222222222222,214.66666666666663,1885,Belgium,Entire,2.5,Private,53
474,1.0,280.0,3.0,365.0,Entire home/apt,4.0,2.0,2.0,0.0,2720.1323529411766,0.0,1885,Belgium,Entire,2.5,Private,53
475,1.0,96.66666666666669,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,216.0,1191.138888888889,247.0555555555556,1804,Belgium,Entire,1.5,Private,25
476,0.0,97.33333333333331,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,296.0,1014.3378378378378,228.86148648648648,1677,Belgium,Entire,1.5,Private,44
477,0.0,59.0,3.0,1125.0,Entire home/apt,3.0,1.0,2.0,2.0,762.5,241.0,1677,Belgium,Entire,1.0,Private,26
478,1.0,52.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,386.0,921.0051813471504,163.48704663212436,1865,Belgium,Entire,1.0,Private,23
479,0.0,33.0,6.0,1125.0,Entire home/apt,2.0,1.0,1.0,40.0,1434.525,275.95,2069,Belgium,Entire,1.0,Private,13
480,0.0,140.0,6.0,1125.0,Entire home/apt,2.0,1.0,1.0,23.0,743.5652173913044,215.8260869565217,2069,Belgium,Entire,1.5,Private,23
481,0.0,56.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,32.0,1250.5,182.25,2119,Belgium,Entire,1.0,Private,29
482,1.0,107.33333333333331,2.0,28.0,Entire home/apt,4.0,2.0,2.0,105.0,1017.0761904761904,212.59047619047612,2072,Belgium,Entire,2.0,Private,23
483,1.0,65.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,23.0,974.217391304348,237.6086956521739,2440,Belgium,Entire,1.0,Private,20
484,0.0,40.0,1.0,1125.0,Private room,3.0,1.0,2.0,125.0,997.752,159.376,1782,Belgium,Private,1.0,Public,31
485,0.0,40.0,1.0,1125.0,Private room,3.0,1.0,2.0,89.0,1156.7752808988764,146.31460674157304,1782,Belgium,Private,1.0,Public,28
486,0.0,47.0,2.0,7.0,Private room,2.0,1.0,2.0,3.0,368.0,95.33333333333331,2031,Belgium,Private,0.5,Private,22
487,0.0,39.0,1.0,1125.0,Private room,4.0,2.0,4.0,213.0,1067.281690140845,176.906103286385,2890,Belgium,Private,1.0,Private,17
488,0.0,49.66666666666666,1.0,1125.0,Private room,2.0,1.0,2.0,140.0,853.6,150.19285714285715,2890,Belgium,Private,1.0,Private,11
489,0.0,55.0,1.0,1125.0,Private room,2.0,1.0,2.0,152.0,914.9605263157896,217.7828947368421,2890,Belgium,Private,1.0,Private,12
490,0.0,49.66666666666666,1.0,1125.0,Private room,2.0,1.0,1.0,149.0,829.6577181208054,168.04697986577182,2890,Belgium,Private,1.0,Private,13
491,0.0,61.0,1.0,1125.0,Private room,2.0,1.0,2.0,123.0,772.8130081300814,179.52032520325204,2890,Belgium,Private,1.0,Private,13
492,0.0,54.333333333333336,1.0,1125.0,Private room,2.0,1.0,2.0,135.0,672.3407407407408,140.86666666666667,2890,Belgium,Private,1.0,Private,14
493,0.0,39.0,1.0,1125.0,Private room,2.0,1.0,2.0,115.0,670.2086956521739,137.9304347826087,2890,Belgium,Private,1.0,Private,14
494,0.0,39.0,1.0,1125.0,Private room,2.0,1.0,1.0,43.0,576.6279069767442,124.97674418604652,2890,Belgium,Private,1.0,Private,14
495,0.0,54.66666666666666,1.0,1125.0,Private room,2.0,1.0,2.0,67.0,432.9253731343284,134.80597014925374,2890,Belgium,Private,1.0,Private,13
496,0.0,48.0,1.0,1125.0,Private room,2.0,1.0,2.0,39.0,247.51282051282053,157.7948717948718,2890,Belgium,Private,1.0,Private,14
497,0.0,59.0,1.0,1125.0,Private room,2.0,1.0,2.0,41.0,187.90243902439025,162.0731707317073,2890,Belgium,Private,1.0,Private,16
498,0.0,50.0,7.0,1125.0,Entire home/apt,2.0,1.0,1.0,32.0,1184.53125,207.125,2618,Belgium,Entire,1.0,Private,21
499,1.0,35.0,1.0,30.0,Private room,2.0,1.0,1.0,39.0,1073.076923076923,161.87179487179486,2870,Spain,Private,2.0,Public,25
500,1.0,121.66666666666669,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,16.0,1108.625,178.625,2442,Belgium,Entire,1.0,Private,19
501,1.0,130.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,11.0,1355.8181818181818,239.54545454545453,2442,Belgium,Entire,1.0,Private,22
502,1.0,175.0,7.0,60.0,Entire home/apt,3.0,2.0,2.0,0.0,2720.1323529411766,0.0,2807,Belgium,Entire,1.0,Private,20
503,0.0,77.0,3.0,1125.0,Entire home/apt,3.0,1.0,2.0,109.0,972.4770642201836,249.74311926605503,3003,Belgium,Entire,1.5,Private,46
504,0.0,59.66666666666666,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,291.0,1001.3814432989692,210.7422680412371,2280,Belgium,Entire,1.0,Private,22
505,0.0,60.333333333333336,1.0,1125.0,Entire home/apt,4.0,2.0,4.0,79.0,1020.6455696202532,157.72151898734177,1756,Belgium,Entire,1.0,Private,25
506,1.0,420.0,15.0,1125.0,Private room,10.0,10.0,10.0,1.0,1349.0,88.0,1945, Portugal,Private,0.5,Private,14
507,0.0,60.0,1.0,10.0,Private room,3.0,1.0,2.0,42.0,976.4285714285714,155.92857142857142,3269,Italy,Private,1.0,Private,31
508,0.0,75.0,1.0,1125.0,Entire home/apt,4.0,2.0,3.0,31.0,625.0322580645161,126.51612903225806,2429,Belgium,Entire,1.5,Private,31
509,1.0,40.0,1.0,1125.0,Private room,2.0,1.0,1.0,124.0,1162.6290322580646,177.9516129032258,1596,Belgium,Private,1.5,Public,35
510,1.0,50.0,1.0,1125.0,Private room,2.0,1.0,1.0,95.0,985.9368421052632,210.3052631578948,1596,Belgium,Private,1.5,Public,36
511,0.0,135.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,599.0,99.5,2135,Belgium,Private,1.0,Private,13
512,0.0,140.0,1.0,1125.0,Private room,2.0,1.0,2.0,4.0,903.5,129.25,2135,Belgium,Private,1.0,Private,21
513,0.0,120.0,1.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2135,Belgium,Private,1.0,Private,6
514,0.0,100.33333333333331,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,49.0,1127.3265306122448,129.51020408163265,2329,Belgium,Entire,1.0,Private,25
515,1.0,60.0,300.0,365.0,Entire home/apt,1.0,1.0,1.0,5.0,1314.4,481.2,2092,Belgium,Entire,1.0,Private,13
516,0.0,50.0,2.0,1125.0,Private room,2.0,1.0,1.0,65.0,1254.1384615384616,183.24615384615385,1561,Belgium,Private,1.0,Public,16
517,0.0,95.0,1.0,31.0,Private room,2.0,1.0,1.0,11.0,1315.5454545454545,174.45454545454547,2853,Belgium,Private,1.0,Public,14
518,1.0,88.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,109.0,853.1651376146789,174.348623853211,1559,Belgium,Entire,1.0,Private,28
519,0.0,180.0,3.0,1125.0,Entire home/apt,6.0,2.0,4.0,21.0,1000.3333333333334,282.9047619047619,1871,France,Entire,2.5,Private,43
520,0.0,500.0,100.0,1125.0,Entire home/apt,2.0,1.0,1.0,83.0,1111.0722891566263,202.32530120481928,1556,Netherlands,Entire,1.5,Private,29
521,0.0,85.0,1.0,21.0,Entire home/apt,6.0,3.0,4.0,17.0,1391.235294117647,189.76470588235293,3134,Belgium,Entire,1.0,Private,37
522,1.0,65.66666666666667,3.0,1125.0,Entire home/apt,6.0,2.0,3.0,157.0,1008.452229299363,198.36305732484075,2328,Netherlands,Entire,1.0,Private,31
523,1.0,59.0,3.0,1125.0,Entire home/apt,5.0,2.0,3.0,9.0,273.44444444444446,146.0,2328,Netherlands,Entire,1.0,Private,37
524,1.0,89.0,1.0,21.0,Entire home/apt,6.0,1.0,4.0,156.0,1138.4807692307693,169.78846153846155,1567,Belgium,Entire,1.5,Private,34
525,1.0,112.33333333333331,1.0,21.0,Entire home/apt,9.0,1.0,4.0,154.0,1073.87012987013,189.2922077922078,1567,Belgium,Entire,1.5,Private,33
526,1.0,89.0,1.0,13.0,Entire home/apt,4.0,2.0,4.0,75.0,435.70666666666665,204.82666666666665,1567,Belgium,Entire,1.5,Private,35
527,1.0,112.33333333333331,1.0,21.0,Entire home/apt,12.0,1.0,4.0,67.0,649.1194029850747,165.3134328358209,1567,Belgium,Entire,1.5,Private,28
528,1.0,82.33333333333333,1.0,13.0,Entire home/apt,6.0,1.0,6.0,60.0,618.1333333333333,151.08333333333334,1567,Belgium,Entire,1.5,Private,33
529,1.0,72.33333333333333,1.0,13.0,Entire home/apt,4.0,2.0,4.0,83.0,411.7951807228916,205.53012048192767,1567,Belgium,Entire,1.5,Private,37
530,1.0,95.66666666666669,1.0,13.0,Entire home/apt,4.0,2.0,4.0,61.0,498.3114754098361,189.80327868852456,1567,Belgium,Entire,1.5,Private,35
531,1.0,89.0,1.0,13.0,Entire home/apt,6.0,1.0,5.0,99.0,497.16161616161617,134.6161616161616,1567,Belgium,Entire,1.5,Private,36
532,1.0,95.66666666666669,1.0,21.0,Entire home/apt,9.0,1.0,4.0,95.0,540.5578947368421,153.68421052631578,1567,Belgium,Entire,1.5,Private,36
533,1.0,112.33333333333331,1.0,21.0,Entire home/apt,9.0,1.0,4.0,34.0,539.3235294117648,108.88235294117646,1567,Belgium,Entire,1.5,Private,33
534,1.0,112.33333333333331,1.0,13.0,Entire home/apt,12.0,2.0,7.0,99.0,582.4040404040404,153.14141414141417,1567,Belgium,Entire,1.5,Private,37
535,1.0,105.66666666666669,1.0,13.0,Entire home/apt,9.0,2.0,4.0,51.0,535.6078431372549,127.74509803921568,1567,Belgium,Entire,1.5,Private,35
536,1.0,89.0,1.0,13.0,Entire home/apt,15.0,3.0,8.0,82.0,499.2560975609756,157.14634146341464,1567,Belgium,Entire,1.0,Private,33
537,1.0,89.0,1.0,13.0,Entire home/apt,9.0,2.0,5.0,166.0,497.6204819277109,171.05421686746988,1567,Belgium,Entire,1.0,Private,36
538,1.0,82.33333333333333,1.0,13.0,Entire home/apt,12.0,2.0,6.0,58.0,536.7241379310345,208.5,1567,Belgium,Entire,1.5,Private,39
539,1.0,112.33333333333331,1.0,13.0,Entire home/apt,12.0,2.0,5.0,92.0,519.9239130434783,170.08695652173913,1567,Belgium,Entire,2.0,Private,32
540,1.0,95.66666666666669,1.0,13.0,Entire home/apt,7.0,1.0,6.0,47.0,527.5957446808511,131.85106382978722,1567,Belgium,Entire,1.5,Private,37
541,1.0,112.33333333333331,1.0,13.0,Entire home/apt,7.0,1.0,4.0,70.0,569.5285714285715,122.85714285714286,1567,Belgium,Entire,2.0,Private,36
542,1.0,112.33333333333331,1.0,13.0,Entire home/apt,9.0,2.0,4.0,13.0,607.3076923076923,352.2307692307692,1567,Belgium,Entire,1.5,Private,28
543,1.0,112.33333333333331,1.0,1125.0,Entire home/apt,8.0,1.0,4.0,10.0,806.3,156.1,1567,Belgium,Entire,1.5,Private,30
544,1.0,95.66666666666669,1.0,13.0,Entire home/apt,9.0,2.0,4.0,58.0,516.7241379310345,151.75862068965515,1567,Belgium,Entire,1.5,Private,29
545,1.0,112.33333333333331,1.0,13.0,Entire home/apt,9.0,2.0,4.0,37.0,520.5135135135135,151.45945945945945,1567,Belgium,Entire,1.0,Private,30
546,1.0,89.0,1.0,21.0,Entire home/apt,8.0,1.0,3.0,27.0,384.1851851851852,174.37037037037038,1567,Belgium,Entire,1.5,Private,37
547,1.0,112.33333333333331,1.0,13.0,Entire home/apt,12.0,2.0,5.0,135.0,503.4962962962963,184.1629629629629,1567,Belgium,Entire,2.5,Private,40
548,1.0,89.0,1.0,13.0,Entire home/apt,9.0,2.0,4.0,115.0,413.3043478260869,155.90434782608696,1567,Belgium,Entire,1.5,Private,37
549,1.0,89.0,1.0,13.0,Entire home/apt,12.0,2.0,6.0,20.0,430.6,197.2,1567,Belgium,Entire,1.5,Private,36
550,1.0,89.0,1.0,21.0,Entire home/apt,9.0,1.0,3.0,19.0,289.7894736842105,122.15789473684212,1567,Belgium,Entire,1.5,Private,28
551,1.0,72.33333333333333,1.0,13.0,Entire home/apt,12.0,2.0,6.0,14.0,476.3571428571428,154.0,1567,Belgium,Entire,1.5,Private,30
552,1.0,72.33333333333333,1.0,21.0,Entire home/apt,12.0,1.0,4.0,18.0,231.16666666666663,233.16666666666663,1567,Belgium,Entire,1.5,Private,30
553,1.0,89.0,1.0,13.0,Entire home/apt,6.0,2.0,3.0,37.0,249.83783783783784,133.21621621621622,1567,Belgium,Entire,1.5,Private,40
554,1.0,65.66666666666667,1.0,13.0,Entire home/apt,12.0,2.0,5.0,4.0,279.5,143.5,1567,Belgium,Entire,1.5,Private,34
555,1.0,82.33333333333333,1.0,13.0,Entire home/apt,12.0,2.0,5.0,27.0,261.5925925925926,115.66666666666669,1567,Belgium,Entire,1.5,Private,36
556,1.0,950.0,1.0,1125.0,Entire home/apt,16.0,3.0,5.0,0.0,2720.1323529411766,0.0,1567,Belgium,Entire,2.5,Private,37
557,1.0,72.33333333333333,1.0,13.0,Entire home/apt,12.0,2.0,5.0,20.0,294.2,261.75,1567,Belgium,Entire,2.0,Private,38
558,1.0,112.33333333333331,1.0,13.0,Entire home/apt,12.0,2.0,4.0,33.0,185.24242424242425,155.5151515151515,1567,Belgium,Entire,2.5,Private,38
559,1.0,112.33333333333331,1.0,21.0,Entire home/apt,8.0,1.0,3.0,10.0,228.3,571.0,1567,Belgium,Entire,1.5,Private,37
560,1.0,95.66666666666669,1.0,21.0,Entire home/apt,8.0,1.0,4.0,14.0,240.42857142857144,241.07142857142856,1567,Belgium,Entire,1.5,Private,34
561,1.0,89.0,1.0,21.0,Entire home/apt,8.0,1.0,4.0,5.0,210.6,362.8,1567,Belgium,Entire,1.5,Private,34
562,1.0,82.33333333333333,1.0,21.0,Entire home/apt,8.0,1.0,4.0,22.0,216.77272727272728,204.5909090909091,1567,Belgium,Entire,1.5,Private,35
563,1.0,82.33333333333333,1.0,21.0,Entire home/apt,7.0,1.0,4.0,61.0,225.04918032786884,156.36065573770492,1567,Belgium,Entire,1.5,Private,36
564,1.0,112.33333333333331,1.0,21.0,Entire home/apt,11.0,1.0,3.0,6.0,215.3333333333333,303.8333333333333,1567,Belgium,Entire,1.0,Private,39
