,available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,days_since_review,comment_length,days_since_joined,host_location_country,property_type_kind,no_of_bath,type_of_bath,number_of_amneties
0,0.0,166.66666666666666,1.0,60.0,Hotel room,2.0,1.0,1.0,2.0,1358.5,255.5,4234,Belgium,Private,1.0,Private,33
1,0.0,175.0,1.6666666666666667,1125.0,Hotel room,2.0,1.0,1.0,2.0,619.0,127.0,4234,Belgium,Private,1.0,Private,31
2,1.0,215.0,3.0,1125.0,Entire home/apt,4.0,2.0,2.0,6.0,1694.5,300.1666666666667,4234,Belgium,Entire,1.5,Private,46
3,1.0,200.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,15.0,1603.8666666666666,362.8666666666667,4234,Belgium,Entire,1.5,Private,44
4,1.0,150.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,120.0,1540.9083333333333,265.26666666666665,3992,Belgium,Entire,2.5,Private,45
5,0.0,85.0,1.0,50.0,Entire home/apt,5.0,1.0,3.0,28.0,2438.25,385.6785714285714,3911,Belgium,Entire,1.0,Private,41
6,1.0,16.0,14.0,365.0,Private room,2.0,1.0,1.0,3.0,1613.0,193.66666666666663,3867,Belgium,Private,2.0,Public,12
7,1.0,16.0,7.0,365.0,Private room,3.0,1.0,2.0,6.0,556.8333333333334,138.83333333333334,3867,Belgium,Private,3.0,Public,16
8,1.0,85.0,2.0,30.0,Entire home/apt,3.0,1.0,2.0,349.0,1752.1432664756446,252.6246418338109,3845,Belgium,Entire,1.0,Private,21
9,1.0,60.0,3.0,90.0,Entire home/apt,3.0,2.0,2.0,65.0,1754.3076923076924,219.3538461538461,3715,Belgium,Entire,1.0,Private,29
10,0.0,50.0,1.0,14.0,Entire home/apt,2.0,1.0,1.0,11.0,1689.0,225.8181818181818,3715,Belgium,Entire,1.0,Private,27
11,1.0,68.0,6.0,365.0,Entire home/apt,2.0,1.0,1.0,22.0,1986.409090909091,240.6818181818182,3700,Belgium,Entire,1.5,Private,23
12,1.0,35.0,1.0,365.0,Private room,2.0,1.0,1.0,108.0,2710.175925925926,284.3981481481481,3703,Belgium,Private,0.5,Public,17
13,1.0,195.0,2.0,21.0,Entire home/apt,4.0,1.0,2.0,2.0,1986.5,87.0,3603,Belgium,Entire,1.0,Private,19
14,1.0,100.0,2.0,365.0,Entire home/apt,5.0,2.0,3.0,91.0,1953.956043956044,231.9010989010989,4042,Belgium,Entire,1.0,Private,40
15,0.0,85.0,2.0,4.0,Private room,2.0,1.0,1.0,34.0,2516.9117647058824,313.1470588235294,3541,Belgium,Private,1.5,Public,19
16,0.0,286.6666666666667,1.6666666666666667,30.0,Entire home/apt,10.0,5.0,5.0,48.0,1525.1458333333333,248.25,3541,Belgium,Entire,2.0,Private,28
17,0.0,85.0,2.0,4.0,Private room,2.0,1.0,1.0,1.0,1814.0,360.0,3541,Belgium,Private,1.0,Public,15
18,0.0,88.33333333333333,1.6666666666666667,1125.0,Entire home/apt,2.0,1.0,1.0,68.0,2720.1323529411766,262.80882352941177,3453,Belgium,Entire,1.0,Private,34
19,1.0,76.66666666666667,2.0,31.0,Entire home/apt,2.0,1.0,1.0,74.0,1879.945945945946,311.6216216216216,3719,Belgium,Entire,1.0,Private,37
20,1.0,93.0,7.0,1125.0,Entire home/apt,4.0,1.0,1.0,50.0,2085.34,348.0,3541,Belgium,Entire,1.5,Private,36
21,1.0,150.0,7.0,1125.0,Entire home/apt,4.0,2.0,4.0,0.0,2720.1323529411766,0.0,3541,Belgium,Entire,1.0,Private,23
22,1.0,140.0,7.0,1125.0,Entire home/apt,6.0,3.0,6.0,175.0,1904.6342857142856,330.6171428571429,3541,Belgium,Entire,1.0,Private,35
23,0.0,93.0,7.0,1125.0,Entire home/apt,4.0,2.0,2.0,64.0,1447.875,270.90625,3541,Belgium,Entire,1.5,Private,35
24,1.0,90.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,5.0,1620.0,232.2,3518,Belgium,Entire,1.0,Private,49
25,1.0,239.0,1.0,1125.0,Entire home/apt,6.0,2.0,3.0,85.0,1023.8117647058824,152.23529411764707,3427,Belgium,Entire,1.5,Private,46
26,1.0,351.0,1.0,1125.0,Entire home/apt,8.0,4.0,4.0,134.0,1067.0223880597016,149.544776119403,3427,Belgium,Entire,3.5,Private,45
27,0.0,80.0,2.0,62.0,Entire home/apt,2.0,1.0,1.0,62.0,1867.774193548387,317.0,3380,Belgium,Entire,1.5,Private,33
28,0.0,80.0,2.0,60.0,Entire home/apt,2.0,1.0,1.0,65.0,1047.246153846154,249.92307692307693,3380,Belgium,Entire,1.0,Private,35
29,0.0,80.0,2.0,62.0,Entire home/apt,2.0,1.0,1.0,16.0,275.5625,289.75,3380,Belgium,Entire,1.0,Private,36
30,1.0,77.0,1.0,1125.0,Entire home/apt,5.0,3.0,5.0,247.0,1860.4412955465584,245.18623481781376,3323,Belgium,Entire,1.0,Private,34
31,1.0,77.0,1.0,1125.0,Entire home/apt,5.0,3.0,5.0,24.0,1202.0833333333333,207.66666666666663,3323,Belgium,Entire,1.0,Private,29
32,1.0,75.0,2.0,1125.0,Entire home/apt,2.0,1.0,2.0,31.0,1587.483870967742,195.29032258064515,3281,Belgium,Entire,1.0,Private,17
33,1.0,80.0,2.0,1125.0,Entire home/apt,2.0,1.0,2.0,17.0,2272.5882352941176,231.35294117647052,3281,Belgium,Entire,1.0,Private,16
34,1.0,109.0,1.3333333333333333,1125.0,Entire home/apt,2.0,1.0,1.0,182.0,2497.697802197802,257.54945054945057,3281,Belgium,Entire,1.0,Private,12
35,1.0,75.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,13.0,1498.3076923076924,106.6153846153846,3281,Belgium,Entire,1.0,Private,19
36,1.0,100.0,7.0,365.0,Entire home/apt,4.0,2.0,2.0,1.0,153.0,28.0,3281,Belgium,Entire,1.0,Private,11
37,0.0,190.66666666666663,2.0,1125.0,Entire home/apt,5.0,2.0,2.0,22.0,1446.909090909091,241.9090909090909,3368,Belgium,Entire,3.0,Private,31
38,0.0,145.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,5.0,417.8,120.6,3368,Belgium,Entire,2.0,Private,40
39,1.0,66.66666666666667,1.0,1125.0,Private room,16.0,10.0,20.0,18.0,353.6666666666667,178.5,3437,Belgium,Private,2.0,Public,9
40,1.0,66.66666666666667,1.0,1125.0,Private room,16.0,11.0,16.0,158.0,1555.7025316455697,230.4873417721519,3437,Belgium,Private,2.0,Public,17
41,0.0,90.0,3.0,1125.0,Entire home/apt,4.0,2.0,3.0,98.0,2304.591836734694,367.1734693877551,3368,Belgium,Entire,1.0,Private,18
42,1.0,85.0,10.0,600.0,Entire home/apt,2.0,1.0,1.0,41.0,2365.0975609756097,274.3414634146341,3191,Belgium,Entire,1.5,Private,20
43,1.0,100.0,2.0,1125.0,Private room,12.0,4.0,8.0,55.0,1898.1090909090908,276.72727272727275,3996,Belgium,Private,3.0,Private,34
44,0.0,49.0,14.0,1125.0,Entire home/apt,2.0,2.0,1.0,1.0,155.0,350.0,3137,Belgium,Entire,1.5,Private,38
45,1.0,114.0,2.0,60.0,Entire home/apt,2.0,1.0,1.0,215.0,1826.8511627906976,339.2093023255814,3105,Belgium,Entire,1.0,Private,34
46,1.0,95.0,4.0,1125.0,Entire home/apt,2.0,1.0,1.0,21.0,1187.5238095238096,205.7619047619048,3094,Belgium,Entire,1.5,Private,20
47,1.0,75.0,3.0,1125.0,Private room,2.0,1.0,1.0,8.0,826.5,93.0,3094,Belgium,Private,1.5,Private,31
48,1.0,64.0,1.0,9999.0,Entire home/apt,6.0,2.0,4.0,463.0,1827.1123110151188,264.34125269978404,3410,Belgium,Entire,1.0,Private,34
49,0.0,33.0,2.0,366.0,Private room,2.0,1.0,1.0,43.0,955.2325581395348,267.2325581395349,3223,Belgium,Private,1.0,Public,16
50,1.0,44.0,2.0,1125.0,Private room,2.0,1.0,1.0,36.0,784.9444444444445,217.97222222222223,3223,Belgium,Private,1.0,Public,12
51,1.0,30.0,2.0,1125.0,Private room,4.0,1.0,1.0,26.0,905.0,206.2692307692308,3223,Belgium,Private,1.0,Public,17
52,0.0,38.0,2.0,1125.0,Private room,2.0,1.0,1.0,26.0,402.8076923076923,193.92307692307693,3223,Belgium,Private,1.0,Private,14
53,1.0,85.0,6.0,1125.0,Entire home/apt,3.0,1.0,2.0,13.0,1453.2307692307693,130.84615384615384,3145,Belgium,Entire,1.0,Private,18
54,1.0,45.0,30.0,1125.0,Entire home/apt,2.0,1.0,1.0,12.0,2595.833333333333,404.0833333333333,3434,Belgium,Entire,1.0,Private,22
55,1.0,80.0,1.0,1125.0,Private room,2.0,1.0,1.0,15.0,1319.4,208.26666666666668,3032,Belgium,Private,1.0,Private,8
56,0.0,65.0,1.0,1125.0,Private room,2.0,1.0,1.0,38.0,1717.342105263158,205.9736842105264,3511,Belgium,Private,2.5,Public,31
57,1.0,50.333333333333336,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,5.0,614.2,166.0,3511,Belgium,Entire,1.5,Private,27
58,1.0,165.0,1.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2975,Belgium,Private,1.5,Private,34
59,1.0,65.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,157.0,1787.4649681528665,289.89171974522293,2951,Belgium,Entire,1.0,Private,10
60,1.0,65.0,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,30.0,2134.266666666667,234.36666666666667,3061,Belgium,Entire,1.0,Private,15
61,1.0,65.0,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,14.0,1475.7857142857142,155.35714285714286,3061,Belgium,Entire,1.0,Private,22
62,1.0,32.666666666666664,1.6666666666666667,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2940,Belgium,Private,1.0,Public,31
63,1.0,37.333333333333336,1.0,1125.0,Shared room,2.0,1.0,2.0,119.0,1703.310924369748,256.98319327731093,2922,Belgium,Public,2.5,Public,31
64,1.0,230.0,3.0,25.0,Entire home/apt,7.0,3.0,4.0,10.0,1994.7,284.6,2879,Belgium,Entire,2.0,Private,14
65,1.0,70.0,12.0,1125.0,Entire home/apt,2.0,1.0,1.0,42.0,1806.690476190476,267.35714285714283,3047,Belgium,Entire,1.0,Private,30
66,1.0,35.0,20.0,1125.0,Entire home/apt,2.0,1.0,1.0,11.0,2309.5454545454545,315.09090909090907,2945,Belgium,Entire,1.0,Private,15
67,1.0,95.0,2.0,1125.0,Entire home/apt,5.0,2.0,3.0,77.0,1704.1688311688313,188.66233766233765,2843,Netherlands,Entire,1.0,Private,15
68,1.0,180.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,25.0,1713.68,345.24,2806,Belgium,Entire,1.0,Private,31
69,0.0,80.0,1.0,7.0,Private room,2.0,1.0,1.0,23.0,1455.6521739130435,258.9130434782609,2785,Belgium,Private,1.0,Private,26
70,0.0,80.0,1.3333333333333333,7.0,Private room,2.0,1.0,2.0,40.0,1402.175,229.05,2785,Belgium,Private,1.5,Public,24
71,1.0,46.0,1.0,1125.0,Private room,2.0,1.0,1.0,13.0,726.0,135.07692307692307,2784,Belgium,Private,1.5,Public,25
72,1.0,50.0,9.666666666666666,60.0,Entire home/apt,2.0,1.0,1.0,150.0,1816.6733333333327,265.5133333333333,3107,Belgium,Entire,1.5,Private,31
73,0.0,58.0,2.0,1125.0,Entire home/apt,3.0,2.0,2.0,17.0,1972.4117647058824,315.4117647058824,2784,Belgium,Entire,1.0,Private,15
74,1.0,65.0,2.0,5.0,Private room,2.0,1.0,1.0,159.0,1859.012578616352,255.6729559748428,2764,Belgium,Private,1.5,Public,38
75,1.0,200.0,2.0,1125.0,Entire home/apt,4.0,2.0,3.0,22.0,1790.5454545454545,415.1818181818182,2752,Belgium,Entire,1.5,Private,45
76,1.0,200.0,2.0,1125.0,Entire home/apt,4.0,2.0,3.0,2.0,982.5,729.0,2752,Belgium,Entire,1.5,Private,39
77,0.0,135.0,2.0,1125.0,Entire home/apt,4.0,2.0,3.0,19.0,1415.6315789473683,163.52631578947367,2748,Belgium,Entire,2.5,Private,28
78,1.0,171.0,2.0,1125.0,Entire home/apt,8.0,2.0,4.0,272.0,1396.9264705882354,235.14705882352945,2903,Belgium,Entire,2.0,Private,49
79,1.0,219.3333333333333,2.0,1125.0,Entire home/apt,8.0,3.0,4.0,27.0,202.5555555555556,158.59259259259258,2903,Belgium,Entire,2.5,Private,47
80,0.0,50.0,1.0,1125.0,Private room,2.0,1.0,1.0,96.0,1819.5625,234.51041666666663,3550,Belgium,Private,1.0,Public,21
81,1.0,79.66666666666667,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,648.0,1560.2175925925926,252.1851851851852,2959,Belgium,Entire,1.5,Private,44
82,1.0,29.0,1.0,1125.0,Private room,3.0,1.0,1.0,16.0,2487.625,435.5,3557,Belgium,Private,1.0,Private,18
83,0.0,190.0,2.0,60.0,Entire home/apt,6.0,4.0,4.0,123.0,1387.8373983739837,235.97560975609755,2698,Belgium,Entire,1.0,Private,18
84,1.0,109.0,2.0,1125.0,Private room,2.0,1.0,1.0,1.0,2486.0,367.0,2678,Belgium,Private,1.0,Private,30
85,0.0,172.33333333333334,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,1200.5,395.0,2678,Belgium,Entire,1.5,Private,16
86,0.0,192.3333333333333,2.0,32.0,Entire home/apt,4.0,2.0,3.0,0.0,2720.1323529411766,0.0,2678,Belgium,Entire,1.5,Private,16
87,0.0,79.0,7.0,1125.0,Entire home/apt,6.0,2.0,4.0,6.0,1840.0,352.6666666666667,2659,Belgium,Entire,1.0,Private,19
88,0.0,36.0,26.0,1125.0,Entire home/apt,3.0,1.0,1.0,3.0,598.0,188.66666666666663,2659,Belgium,Entire,1.5,Private,28
89,1.0,75.0,2.0,30.0,Entire home/apt,2.0,1.0,1.0,31.0,1778.774193548387,185.8709677419355,2659,Belgium,Entire,1.0,Private,9
90,1.0,99.0,7.0,1125.0,Entire home/apt,2.0,1.0,1.0,44.0,2180.954545454545,283.75,2951,Belgium,Entire,1.0,Private,26
91,1.0,186.66666666666663,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,91.0,1771.9120879120878,299.7582417582417,3400,Belgium,Entire,2.5,Private,20
92,1.0,250.0,5.666666666666667,1125.0,Entire home/apt,4.0,2.0,3.0,2.0,1651.5,164.0,3400,Belgium,Entire,2.5,Private,12
93,1.0,60.0,1.0,1125.0,Private room,2.0,1.0,1.0,143.0,1615.2937062937062,218.44055944055944,2982,Belgium,Private,1.5,Private,37
94,1.0,85.0,30.0,1125.0,Entire home/apt,3.0,2.0,2.0,84.0,1448.190476190476,339.23809523809524,2649,Belgium,Entire,1.0,Private,34
95,0.0,75.0,1.0,7.0,Private room,2.0,1.0,1.0,1.0,1422.0,88.0,2903,Netherlands,Private,2.0,Private,5
96,1.0,85.0,2.333333333333333,365.0,Entire home/apt,2.0,1.0,2.0,21.0,1461.190476190476,231.66666666666663,2632,Belgium,Entire,1.5,Private,33
97,0.0,260.0,2.0,1125.0,Entire home/apt,8.0,4.0,5.0,195.0,1558.8307692307692,276.63589743589745,3008,Belgium,Entire,2.5,Private,28
98,0.0,50.0,2.6666666666666665,50.0,Entire home/apt,4.0,2.0,2.0,91.0,1523.4835164835165,240.9010989010989,3197,Belgium,Entire,2.0,Private,34
99,1.0,85.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,113.0,1525.070796460177,317.929203539823,2599,Belgium,Entire,1.0,Private,13
100,1.0,128.33333333333334,2.0,1125.0,Entire home/apt,5.0,2.0,3.0,237.0,1609.451476793249,312.8607594936709,2599,Belgium,Entire,1.5,Private,28
101,0.0,102.0,2.0,1125.0,Private room,3.0,1.0,2.0,185.0,1680.8594594594597,256.66486486486485,2599,Belgium,Private,1.0,Private,27
102,0.0,90.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,101.0,1714.3366336633662,249.14851485148515,2588,Belgium,Entire,1.0,Private,21
103,0.0,70.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,34.0,2189.764705882353,335.94117647058823,2584,Belgium,Entire,1.0,Private,9
104,1.0,79.0,7.0,1125.0,Entire home/apt,3.0,1.0,3.0,42.0,1743.428571428571,258.1904761904762,2580,Belgium,Entire,1.0,Private,19
105,1.0,85.0,1.0,1125.0,Entire home/apt,2.0,1.0,2.0,58.0,1221.7758620689656,161.36206896551724,3391,Belgium,Entire,1.5,Private,44
106,1.0,51.0,1.0,1125.0,Private room,2.0,1.0,1.0,43.0,1492.813953488372,214.8139534883721,3391,Belgium,Private,1.0,Public,41
107,1.0,125.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,28.0,1660.7857142857142,289.75,2997,Belgium,Entire,1.0,Private,20
108,1.0,135.0,1.0,1125.0,Entire home/apt,3.0,1.0,2.0,18.0,1285.5555555555557,197.77777777777777,2595,Belgium,Entire,1.0,Private,15
109,1.0,20.0,10.0,1125.0,Private room,1.0,1.0,1.0,28.0,2168.428571428572,301.0357142857143,2562,Belgium,Private,1.0,Public,12
110,0.0,73.0,3.0,1125.0,Entire home/apt,3.0,1.0,2.0,68.0,804.9117647058823,215.7941176470588,2626,Belgium,Entire,1.5,Private,34
111,1.0,230.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,75.0,1422.5733333333333,261.38666666666666,3462,Belgium,Entire,1.5,Private,47
112,1.0,65.0,2.0,1125.0,Entire home/apt,3.0,1.0,1.0,331.0,1386.202416918429,251.0785498489426,2659,Belgium,Entire,1.0,Private,31
113,0.0,50.0,1.0,1125.0,Private room,2.0,1.0,1.0,40.0,1865.325,291.95,2765,Belgium,Private,1.0,Public,38
114,1.0,75.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,50.0,2093.26,299.38,2557,Belgium,Entire,1.0,Private,25
115,1.0,35.0,2.0,1125.0,Private room,2.0,1.0,1.0,101.0,1779.2970297029703,227.3960396039604,2792,Belgium,Private,1.0,Public,17
116,1.0,36.0,2.0,1125.0,Entire home/apt,6.0,1.0,4.0,193.0,1664.875647668394,210.3678756476684,2792,Belgium,Private,1.0,Private,24
117,0.0,27.0,2.0,1124.0,Private room,2.0,1.0,1.0,25.0,1023.08,167.6,2792,Belgium,Private,1.0,Public,20
118,1.0,49.333333333333336,3.0,1125.0,Private room,2.0,1.0,2.0,290.0,1665.1310344827589,279.1241379310345,2529,Belgium,Private,1.5,Public,33
119,1.0,40.66666666666666,2.0,1125.0,Private room,1.0,1.0,2.0,162.0,1482.351851851852,289.25308641975306,2529,Belgium,Private,1.5,Public,40
120,1.0,49.0,2.0,1125.0,Private room,1.0,1.0,1.0,13.0,1407.3076923076924,313.84615384615387,2529,Belgium,Private,1.5,Public,30
121,1.0,48.0,2.0,1125.0,Private room,2.0,1.0,1.0,202.0,1599.509900990099,257.45544554455444,2529,Belgium,Private,1.5,Public,30
122,0.0,220.0,10.0,1125.0,Private room,7.0,4.0,5.0,1.0,1195.0,777.0,2529,Belgium,Private,1.5,Public,22
123,1.0,150.0,5.0,1125.0,Private room,4.0,2.0,3.0,2.0,1429.5,212.5,2529,Belgium,Private,1.5,Private,32
124,0.0,40.0,7.0,180.0,Private room,4.0,2.0,2.0,109.0,1593.403669724771,263.1743119266055,2572,Belgium,Private,1.5,Public,46
125,0.0,69.0,1.6666666666666667,4.0,Entire home/apt,2.0,1.0,1.0,19.0,1398.8947368421052,272.5263157894737,2519,Belgium,Entire,1.5,Private,32
126,0.0,516.6666666666666,3.0,1125.0,Entire home/apt,10.0,5.0,6.0,121.0,1556.9173553719008,304.54545454545456,3097,Belgium,Entire,3.5,Private,44
127,0.0,45.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,42.0,2019.0,286.45238095238096,2642,United Kingdom,Entire,1.0,Private,17
128,0.0,128.33333333333334,2.0,365.0,Entire home/apt,2.0,1.0,1.0,188.0,1556.851063829787,219.56382978723408,2511,Belgium,Entire,1.0,Private,25
129,1.0,121.66666666666669,2.0,1123.0,Entire home/apt,2.0,1.0,1.0,219.0,1167.9360730593608,224.25570776255708,2511,Belgium,Entire,1.5,Private,35
130,1.0,68.33333333333333,2.0,1125.0,Entire home/apt,3.0,1.0,2.0,42.0,1552.0238095238096,298.73809523809524,2511,Netherlands,Entire,1.0,Private,31
131,1.0,50.0,5.0,1125.0,Entire home/apt,2.0,1.0,1.0,48.0,1977.5625,221.6875,2504,Belgium,Entire,1.0,Private,21
132,1.0,58.0,7.0,1125.0,Entire home/apt,4.0,1.0,2.0,11.0,794.0,362.27272727272725,2504,Belgium,Entire,1.0,Private,22
133,0.0,70.0,2.0,1125.0,Entire home/apt,2.0,2.0,2.0,16.0,918.125,193.8125,2490,Belgium,Entire,1.5,Private,39
134,1.0,61.66666666666666,2.0,1125.0,Entire home/apt,3.0,1.0,2.0,22.0,1698.909090909091,271.0,2487,Netherlands,Entire,1.0,Private,20
135,0.0,80.0,7.0,1125.0,Entire home/apt,5.0,2.0,4.0,37.0,777.1351351351351,192.51351351351352,2483,Belgium,Entire,1.0,Private,31
136,1.0,50.0,7.0,1125.0,Entire home/apt,2.0,1.0,1.0,136.0,1533.3823529411766,207.3676470588236,2932,Belgium,Entire,1.0,Private,27
137,1.0,64.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,303.0,1611.976897689769,258.5049504950495,2623,Belgium,Entire,1.5,Private,16
138,1.0,50.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,257.0,1281.739299610895,211.3501945525292,2623,Belgium,Entire,1.5,Private,14
139,1.0,66.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,80.0,668.3375,174.875,2623,Belgium,Entire,1.0,Private,30
140,1.0,38.0,1.0,1125.0,Private room,1.0,1.0,1.0,285.0,1465.505263157895,232.4315789473684,2581,Belgium,Private,2.0,Private,9
141,1.0,38.0,1.0,1125.0,Private room,1.0,1.0,1.0,187.0,1390.8716577540106,219.01069518716577,2581,Belgium,Private,2.0,Private,11
142,1.0,80.0,14.0,1125.0,Entire home/apt,3.0,2.0,1.0,32.0,1345.34375,269.5,2468,Belgium,Entire,1.5,Private,51
143,1.0,99.0,1.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2527,United Kingdom,Private,1.5,Private,13
144,0.0,60.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,102.0,1566.313725490196,288.55882352941177,3035,Belgium,Entire,1.0,Private,23
145,1.0,61.66666666666666,3.0,1000.0,Entire home/apt,8.0,4.0,4.0,84.0,1326.404761904762,217.3095238095238,3137,Netherlands,Entire,2.5,Private,45
146,1.0,119.0,2.0,16.0,Entire home/apt,2.0,1.0,1.0,48.0,1458.75,223.97916666666663,2453,Belgium,Entire,1.0,Private,16
147,1.0,500.0,4.0,1125.0,Entire home/apt,6.0,3.0,3.0,20.0,1882.6,204.65,2700,Belgium,Entire,3.0,Private,22
148,1.0,63.0,100.0,1125.0,Entire home/apt,2.0,1.0,1.0,120.0,1558.6166666666666,275.96666666666664,2446,Belgium,Entire,1.0,Private,22
149,0.0,75.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,360.0,1401.4611111111112,229.97222222222223,2806,Belgium,Entire,1.0,Private,15
150,0.0,60.0,1.3333333333333333,1125.0,Entire home/apt,2.0,1.0,1.0,564.0,1370.2570921985816,225.0478723404256,2806,Belgium,Entire,1.0,Private,21
151,0.0,60.0,1.6666666666666667,1125.0,Entire home/apt,2.0,1.0,1.0,352.0,1184.0880681818182,191.60795454545453,2806,Belgium,Entire,1.0,Private,19
152,0.0,60.0,1.6666666666666667,1125.0,Entire home/apt,2.0,1.0,1.0,182.0,688.0769230769231,165.16483516483515,2806,Belgium,Entire,1.0,Private,15
153,1.0,110.0,5.0,1125.0,Entire home/apt,4.0,2.0,2.0,59.0,1373.5254237288136,229.135593220339,2595,Netherlands,Entire,2.0,Private,25
154,1.0,140.0,3.0,1125.0,Entire home/apt,4.0,2.0,2.0,15.0,1655.9333333333334,257.6666666666667,2595,Netherlands,Entire,2.5,Private,26
155,1.0,80.0,21.0,1125.0,Entire home/apt,4.0,2.0,3.0,6.0,1089.8333333333333,331.1666666666667,2595,Netherlands,Entire,2.5,Private,30
156,1.0,156.66666666666666,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,139.0,1879.4820143884888,236.50359712230207,2428,Belgium,Entire,1.0,Private,40
157,1.0,150.0,1.0,1125.0,Entire home/apt,5.0,2.0,4.0,280.0,1469.4142857142858,222.39642857142857,2428,Belgium,Entire,2.5,Private,39
158,0.0,171.0,1.0,1125.0,Entire home/apt,4.0,1.0,1.0,19.0,1162.0526315789473,209.57894736842104,3578,Belgium,Entire,1.0,Private,26
159,1.0,80.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,22.0,300.09090909090907,174.4090909090909,2421,Belgium,Entire,1.5,Private,25
160,0.0,35.0,6.0,1125.0,Private room,3.0,2.0,2.0,1.0,585.0,204.0,3369,Belgium,Private,1.0,Public,23
161,0.0,35.0,4.0,1125.0,Private room,2.0,1.0,1.0,8.0,1012.625,306.375,3369,Belgium,Private,1.0,Public,17
162,1.0,95.0,1.0,1125.0,Entire home/apt,4.0,2.0,3.0,43.0,1393.9302325581396,230.11627906976744,2403,Belgium,Private,1.0,Private,38
163,1.0,94.66666666666669,2.0,10.0,Entire home/apt,2.0,1.0,2.0,92.0,1225.608695652174,163.8586956521739,2403,New Zealand,Entire,1.0,Private,12
164,0.0,55.0,2.0,2.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2420,Belgium,Entire,1.0,Private,11
165,1.0,70.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,30.0,1954.1,283.9,2401,Belgium,Entire,1.0,Private,16
166,1.0,49.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,213.0,1425.511737089202,212.6103286384977,2400,Belgium,Entire,1.0,Private,37
167,1.0,43.0,2.0,1125.0,Entire home/apt,3.0,1.0,1.0,43.0,371.0232558139535,135.02325581395348,2400,Belgium,Entire,1.0,Private,40
168,0.0,45.0,3.0,1125.0,Entire home/apt,4.0,1.0,3.0,447.0,1550.829977628635,237.92393736017897,2538,Belgium,Entire,1.5,Private,21
169,0.0,90.0,1.0,1125.0,Entire home/apt,5.0,3.0,3.0,312.0,1417.1121794871794,191.9839743589744,1269,Belgium,Entire,1.0,Private,33
170,0.0,81.0,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,50.0,607.28,176.78,1269,Belgium,Entire,1.5,Private,34
171,0.0,80.0,1.0,1125.0,Entire home/apt,6.0,3.0,3.0,172.0,667.6337209302326,140.61046511627907,1269,Belgium,Entire,1.5,Private,34
172,1.0,65.0,1.0,1125.0,Entire home/apt,4.0,1.0,2.0,92.0,741.2391304347826,168.67391304347825,1269,Belgium,Entire,1.5,Private,28
173,0.0,76.66666666666667,1.0,1125.0,Entire home/apt,4.0,1.0,2.0,101.0,295.74257425742576,125.0990099009901,1269,Belgium,Entire,1.5,Private,33
174,0.0,76.66666666666667,1.0,1125.0,Entire home/apt,4.0,1.0,1.0,25.0,237.2,170.8,1269,Belgium,Entire,1.0,Private,14
175,0.0,80.0,1.0,1125.0,Entire home/apt,4.0,1.0,2.0,30.0,189.8,198.8333333333333,1269,Belgium,Entire,1.5,Private,26
176,0.0,165.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,8.0,199.75,113.125,1269,Belgium,Entire,1.5,Private,14
177,1.0,70.0,3.0,365.0,Entire home/apt,3.0,1.0,2.0,34.0,1217.6470588235295,216.02941176470588,2387,Belgium,Entire,1.0,Private,28
